"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"5772",13,1,1,0,21000,33,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,685522
"5773",16,1,1,1,47000,30,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,536478
"5774",13,1,1,0,16640,34,1,0,0,1,0,1,18,18,18,18,3,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,751991
"5775",11,0,0,0,0,28,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,609207
"5776",14,1,1,1,0,32,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529271
"5777",15,1,1,1,38000,35,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,584735
"5778",13,1,1,0,32000,29,1,0,1,0,1,1,18,18,18,18,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133221
"5779",16,1,1,1,0,31,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,436084
"5780",14,1,1,0,8100,33,1,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,575112
"5781",16,1,1,0,NA,33,1,0,1,0,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98969
"5782",14,1,1,1,8000,34,1,0,0,1,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,612651
"5783",14,1,1,1,55000,34,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,NA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,623620
"5784",12,1,0,0,20500,36,1,1,0,0,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236985
"5785",11,0,0,0,0,36,0,0,0,1,1,0,14,14,14,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,24,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,728680
"5786",11,1,0,0,672,30,0,1,0,0,1,1,18,18,18,18,6,NA,NA,NA,1,1,0,0,0,0,NA,0,NA,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,159282
"5787",12,1,0,0,0,33,0,0,1,0,1,1,18,18,18,18,3,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,192316
"5788",12,1,0,0,1000,30,1,0,1,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72353
"5789",16,1,1,1,70000,34,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,640549
"5790",15,1,1,0,44000,33,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,762431
"5791",16,1,1,1,73000,31,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,493865
"5792",12,1,0,0,32000,28,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,589056
"5793",10,0,0,0,0,35,0,1,0,0,1,1,18,18,18,18,9,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,451937
"5794",12,1,0,0,51000,32,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,39,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,513392
"5795",16,1,1,1,45000,31,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139073
"5796",13,1,1,1,35000,29,0,0,0,1,1,1,18,18,18,18,5,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,648825
"5797",11,0,0,0,0,29,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,186126
"5798",16,1,1,1,0,29,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,575382
"5799",16,1,1,1,27000,33,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,562700
"5800",16,1,1,1,24000,31,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,1,0,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,225027
"5801",16,1,1,1,54000,32,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,469778
"5802",14,1,1,0,38000,35,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,322119
"5803",13,1,1,0,0,31,0,0,0,1,1,1,18,18,18,18,8,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,521024
"5804",16,1,1,1,45000,28,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,528261
"5805",13,1,1,0,NA,29,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,475008
"5806",7,0,0,0,10000,30,0,1,0,0,1,1,18,18,18,18,8,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,103357
"5807",15,1,1,1,21000,33,1,1,0,0,0,1,18,18,18,18,12,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,194021
"5808",12,1,0,0,25000,34,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,939629
"5809",12,1,0,0,17000,36,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,245434
"5810",12,1,0,0,8000,30,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,519714
"5811",11,1,0,0,32000,30,0,0,1,0,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,150607
"5812",16,1,1,1,0,36,1,0,0,1,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,37,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,635734
"5813",13,1,1,0,1e+05,34,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,712304
"5814",15,1,1,1,0,36,1,1,0,0,1,0,16,16,16,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,260218
"5815",13,1,1,0,23000,29,1,1,0,0,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213901
"5816",12,1,0,0,14000,28,0,0,1,0,1,1,18,18,18,18,5,1,0,0,0,0,1,0,0,0,NA,0,NA,1,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132263
"5817",14,1,1,0,23000,35,0,0,1,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,146209
"5818",12,1,0,0,2800,35,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,610972
"5819",13,1,1,0,300,31,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,728617
"5820",13,1,1,0,0,29,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,590861
"5821",16,1,1,1,33000,30,0,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,474564
"5822",12,1,0,0,0,34,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,524559
"5823",20,1,1,1,33000,29,0,0,1,0,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,143393
"5824",16,1,1,1,35000,30,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,0,1,0,0,NA,0,NA,0,1,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,438816
"5825",14,1,1,1,0,33,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,152280
"5826",12,1,0,0,0,34,1,1,0,0,1,1,18,18,18,18,9,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125368
"5827",12,1,0,0,4200,32,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490970
"5828",11,1,0,0,22000,30,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,485729
"5829",14,1,1,1,21000,32,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,491994
"5830",12,1,0,0,0,28,0,0,1,0,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,179500
"5831",12,1,0,0,0,33,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,1,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,663739
"5832",16,1,1,1,64500,28,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,762350
"5833",14,1,1,1,35600,32,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,403547
"5834",12,1,0,0,15000,30,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,562234
"5835",14,1,1,0,9500,33,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,536354
"5836",15,1,1,0,15500,28,1,0,0,1,1,1,18,18,18,18,3,NA,NA,NA,1,0,1,0,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,620843
"5837",16,1,1,1,18000,35,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,689130
"5838",14,1,1,1,6000,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,534250
"5839",20,1,1,1,45000,28,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,585779
"5840",16,1,1,1,30000,33,1,0,0,1,0,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,29,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,625939
"5841",11,1,0,0,0,33,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,221543
"5842",12,1,0,0,5000,29,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180279
"5843",16,1,1,0,22000,34,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,709942
"5844",10,1,0,0,9000,31,0,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,153491
"5845",12,1,0,0,11000,31,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,690752
"5846",12,1,0,0,47000,33,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,789992
"5847",16,1,1,1,15000,29,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,480172
"5848",9,0,0,0,NA,30,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,541667
"5849",13,1,1,0,6000,33,1,0,0,1,1,1,18,18,18,18,4,0,0,1,0,NA,NA,NA,1,0,NA,0,NA,0,0,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,572422
"5850",16,1,1,1,37817,32,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,509570
"5851",9,1,0,0,0,34,0,1,0,0,1,1,18,18,18,18,1,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157594
"5852",12,1,0,0,0,29,1,1,0,0,1,1,18,18,18,18,7,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,153031
"5853",12,1,0,0,0,35,1,1,0,0,1,1,18,18,18,18,4,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128478
"5854",10,0,0,0,26000,29,1,0,0,1,1,1,18,18,18,18,8,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,656323
"5855",12,1,0,0,45000,33,0,0,1,0,1,1,18,18,18,18,3,0,1,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,140522
"5856",16,1,1,1,30000,31,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,497360
"5857",20,1,1,1,48500,29,0,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,193508
"5858",16,1,1,1,19000,35,1,1,0,0,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,249814
"5859",12,1,0,0,35000,30,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,492272
"5860",16,1,1,1,60000,32,1,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,21,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,583833
"5861",16,1,1,1,33000,28,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,548478
"5862",12,1,0,0,35000,29,1,0,1,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,214317
"5863",14,1,1,0,12900,30,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,190662
"5864",13,1,1,0,42000,30,0,1,0,0,1,1,18,18,18,18,2,NA,NA,NA,1,0,0,1,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,160587
"5865",11,0,0,0,32000,28,0,0,0,1,0,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,33,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,690676
"5866",13,1,1,0,6000,28,1,0,1,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,34,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,112814
"5867",14,1,1,0,5000,33,0,0,1,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90298
"5868",12,1,0,0,5000,33,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,1,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,525187
"5869",18,1,1,1,0,36,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,641954
"5870",12,1,0,0,28000,30,0,0,1,0,1,1,18,18,18,18,3,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100719
"5871",14,1,1,0,10,36,0,0,1,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,146096
"5872",14,1,1,0,29000,31,1,1,0,0,1,1,18,18,18,18,2,0,0,1,0,0,1,0,0,0,NA,0,NA,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,138476
"5873",11,1,0,0,0,28,0,1,0,0,1,1,18,18,18,18,7,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,42,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,278683
"5874",12,1,0,0,32000,34,1,0,0,1,0,1,18,18,18,18,3,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,30,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,647000
"5875",12,1,0,0,0,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,505968
"5876",12,1,0,0,1000,32,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,388227
"5877",13,1,1,0,10470,32,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,507469
"5878",12,1,0,0,35000,32,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,519626
"5879",12,1,0,0,0,36,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,36,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,806025
"5880",18,1,1,1,30000,35,0,0,0,1,1,1,18,18,18,18,5,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,721126
"5881",14,1,1,1,156359,33,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,672795
"5882",13,1,1,0,NA,34,0,1,0,0,1,1,18,18,18,18,11,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,77980
"5883",16,1,1,1,25000,34,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,1,0,25,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,756393
"5884",12,1,0,0,17000,31,0,0,1,0,0,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106019
"5885",11,1,0,0,25000,29,1,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,708542
"5886",12,1,0,0,20000,29,0,1,0,0,1,1,18,18,18,18,15,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,307154
"5887",15,1,1,1,30000,34,1,1,0,0,1,1,18,18,18,18,4,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,32,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,185276
"5888",16,1,1,1,60000,32,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,603006
"5889",11,0,0,0,15000,34,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201368
"5890",12,1,0,0,12000,32,1,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,38,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157772
