"","Highest grade in school completed by child","Child has high school degree","Child enrolled in college","Child has college degree","Child's annual wage in 1993","Child's age in 1993","Child's gender 1 female 0 male","Child's race is black","Child's race is hispanic","Child's race is white","Child is born in USA","Child lived with both biological parents aged 0-18","Nr. years aged 0-18 child lived with 2 bio parents","Age child stopped living with 2 bio parents","Nr. years aged 0-18 child lived with bio mother","Nr. years aged 0-18 child lived with bio father","Child's number of siblings","Mother has less than high school degree","Mother has high school degree","Mother has more than high school degree","Mother's education in unknown","Father has less than high school degree","Father has high school degree","Father has more than high school degree","Father's education in unknown","Mother child when child was aged 0-18","Age child when mother died","Father child when child was aged 0-18","Age child when father died","Father has drinking problem","Mother has drinking problem","Age mother at birth of child","Age father at birth of child","Reason for change: parent died","Reason for change: parents divorced","Reason for change: Parent unable to care","Reason for change: Child left to get married","Reason for change: Child left to be on own","Reason for change: Parent was too ill","Reason for change: Court removed child","Reason for change: Child got in trouble","Reason for change: Child ran away","Reason for change: Child left for college","Reason for change: Child left for military","Reason for change: other","Reason for change: unknown","Region of residence is east","Region of residence is west","Region of residence is north","Region of residence is south","Region of residence is outside U.S.","Sampling weight"
"5891",12,1,0,0,13000,32,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,471620
"5892",18,1,1,1,26000,29,1,0,0,1,1,1,18,18,18,18,4,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,500240
"5893",12,1,0,0,12000,29,1,0,1,0,0,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,166143
"5894",12,1,0,0,21000,34,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,116292
"5895",11,1,0,0,18000,30,1,1,0,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,156559
"5896",10,0,0,0,2200,31,0,1,0,0,1,0,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,34,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,197960
"5897",13,1,1,0,19800,35,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,579030
"5898",14,1,1,0,5000,34,1,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,602321
"5899",16,1,1,1,0,33,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,37,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,675171
"5900",15,1,1,0,17000,34,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,515808
"5901",8,0,0,0,0,32,1,0,0,1,1,1,18,18,18,18,5,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,429042
"5902",12,1,0,0,10000,31,0,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,49,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,82119
"5903",17,1,1,1,32025,34,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,35,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,619586
"5904",14,1,1,0,20000,30,1,0,1,0,1,1,18,18,18,18,4,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,138391
"5905",12,1,0,0,17000,29,0,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,1,NA,0,0,26,27,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,589516
"5906",16,1,1,1,34000,29,1,0,0,1,0,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,802939
"5907",17,1,1,1,34000,34,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,26,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76111
"5908",14,1,1,1,17000,32,1,0,1,0,1,1,18,18,18,18,1,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,31,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,103617
"5909",11,1,0,0,14000,28,0,0,1,0,0,1,18,18,18,18,6,1,0,0,0,NA,NA,NA,1,0,NA,1,NA,0,0,33,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,116597
"5910",18,1,1,1,53000,33,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,28,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,655544
"5911",18,1,1,1,27600,32,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,1,1,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,503690
"5912",12,1,0,0,14000,31,1,0,1,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85749
"5913",11,1,0,0,18000,30,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471931
"5914",14,1,1,1,NA,34,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,107062
"5915",16,1,1,1,22000,32,0,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,564166
"5916",12,1,0,0,10000,32,1,1,0,0,1,1,18,18,18,18,2,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173452
"5917",11,1,0,0,0,30,0,0,1,0,0,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,182516
"5918",12,1,0,0,20000,30,1,0,1,0,1,1,18,18,18,18,10,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,29,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60787
"5919",18,1,1,1,40000,33,1,0,0,1,1,1,18,18,18,18,8,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,33,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,617084
"5920",18,1,1,0,54000,34,0,1,0,0,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,34,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184478
"5921",17,1,1,1,14000,29,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,496242
"5922",16,1,1,1,25000,32,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,147579
"5923",13,1,1,0,33800,36,0,0,0,1,1,1,18,18,18,18,NA,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,765203
"5924",11,0,0,0,6000,31,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139073
"5925",11,1,0,0,30000,33,0,0,1,0,0,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89987
"5926",11,1,0,0,15000,30,0,1,0,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,29,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,91605
"5927",12,1,0,0,12000,34,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,724965
"5928",13,1,1,0,17000,33,1,0,1,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,95970
"5929",16,1,1,1,25000,35,0,0,1,0,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,159709
"5930",14,1,1,1,17513,28,1,0,1,0,1,0,4,4,4,18,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,14,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,143895
"5931",12,1,0,0,0,31,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,414862
"5932",12,1,0,0,1200,33,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,217020
"5933",9,0,0,0,6000,33,1,0,1,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,96790
"5934",14,1,1,1,16000,35,1,1,0,0,1,1,18,18,18,18,5,0,0,1,0,1,0,0,0,0,NA,0,NA,0,0,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,264099
"5935",16,1,1,1,39900,32,1,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,653926
"5936",11,0,0,0,18000,32,0,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80503
"5937",12,0,0,0,31500,34,0,1,0,0,1,1,18,18,18,18,1,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,25,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99566
"5938",13,1,1,0,40000,32,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,654396
"5939",16,1,1,1,0,33,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,598186
"5940",16,1,1,1,32000,29,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,543419
"5941",15,1,1,0,28500,29,0,1,0,0,1,1,18,18,18,18,2,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96282
"5942",12,1,0,0,38000,35,0,0,0,1,1,1,18,18,18,18,4,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,793163
"5943",12,1,0,0,41000,35,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,951795
"5944",13,1,1,0,0,31,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,471025
"5945",13,1,1,0,1298,30,1,1,0,0,1,1,18,18,18,18,14,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,161182
"5946",11,0,0,0,18000,29,1,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,0,1,0,0,NA,0,NA,1,1,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,481081
"5947",12,1,0,0,35555,31,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,684792
"5948",8,0,0,0,0,30,1,0,1,0,0,1,18,18,18,18,10,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81515
"5949",13,1,1,0,20000,32,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,826364
"5950",16,1,1,1,20000,29,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460165
"5951",16,1,1,1,41000,34,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,620466
"5952",16,1,1,1,34000,32,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,594062
"5953",10,1,0,0,10000,34,0,1,0,0,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,196992
"5954",11,0,0,0,22000,32,0,0,0,1,1,0,3,3,3,18,3,0,1,0,0,NA,NA,NA,1,1,3,0,NA,0,0,NA,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,741851
"5955",12,1,0,0,25500,31,0,0,0,1,1,1,18,18,18,18,1,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,423620
"5956",14,1,1,0,36000,33,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,513842
"5957",12,1,0,0,5000,33,1,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,715966
"5958",12,1,0,0,0,30,1,1,0,0,1,1,18,18,18,18,NA,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118372
"5959",16,1,1,1,62000,31,1,0,0,1,1,0,13,13,13,18,4,0,0,1,0,0,1,0,0,1,13,0,NA,0,0,42,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,507432
"5960",6,0,0,0,0,32,1,0,1,0,0,1,18,18,18,18,9,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,118156
"5961",16,1,1,1,38000,35,1,1,0,0,0,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131288
"5962",16,1,1,1,44000,32,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,588730
"5963",12,1,0,0,0,31,1,0,1,0,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,34,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,104875
"5964",12,1,0,0,29847,34,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,37,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,842018
"5965",12,1,0,0,30000,28,0,0,0,1,1,1,18,18,18,18,4,NA,NA,NA,1,0,1,0,0,0,NA,0,NA,0,0,34,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,731304
"5966",12,1,0,0,6000,36,1,1,0,0,1,0,13,13,13,18,3,0,1,0,0,1,0,0,0,1,13,0,NA,1,0,25,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,335651
"5967",12,1,0,0,9000,28,1,0,0,1,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,772030
"5968",12,1,0,0,47000,35,0,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,33,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,789297
"5969",12,1,0,0,56000,31,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,433957
"5970",8,0,0,0,19000,30,0,0,1,0,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66735
"5971",9,0,0,0,0,29,1,0,1,0,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,65425
"5972",13,1,1,0,0,34,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,31,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1133950
"5973",16,1,1,1,55000,29,0,0,0,1,1,1,18,18,18,18,3,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,531686
"5974",8,0,0,0,4000,32,0,1,0,0,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84617
"5975",15,1,1,0,18000,32,0,0,1,0,1,1,18,18,18,18,4,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75305
"5976",8,0,0,0,17000,33,0,0,1,0,0,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,136380
"5977",13,1,1,0,0,29,1,0,0,1,1,1,18,18,18,18,6,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,26,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,520423
"5978",9,1,0,0,NA,30,0,0,0,1,1,1,18,18,18,18,2,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,451712
"5979",12,0,0,0,29000,30,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,571153
"5980",14,1,1,0,40000,35,1,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,774882
"5981",12,1,0,0,20000,31,1,0,1,0,1,1,18,18,18,18,8,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85749
"5982",19,1,1,1,50000,34,0,0,0,1,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,663582
"5983",12,1,0,0,21000,34,0,0,1,0,1,1,18,18,18,18,NA,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,158809
"5984",9,0,0,0,22000,32,0,0,0,1,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,435470
"5985",8,0,0,0,23000,28,0,0,0,1,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,39,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,434824
"5986",8,1,0,0,23000,34,1,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,154465
"5987",13,1,1,0,70000,31,0,0,0,1,1,1,18,18,18,18,6,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,642252
"5988",16,1,1,1,24700,34,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1012736
"5989",12,1,0,0,14000,33,1,0,0,1,1,1,18,18,18,18,5,0,1,0,0,0,1,0,0,0,NA,0,NA,1,1,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,572205
"5990",14,1,1,0,14000,32,0,0,0,1,1,1,18,18,18,18,1,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,533394
"5991",11,0,0,0,18000,32,0,0,1,0,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70450
"5992",12,1,0,0,24000,31,0,0,0,1,1,1,18,18,18,18,4,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,511884
"5993",12,1,0,0,35000,33,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,1,0,0,0,NA,0,NA,0,0,28,41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,818999
"5994",15,1,1,0,42500,32,0,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,34,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,429791
"5995",12,1,0,0,9600,29,1,1,0,0,1,1,18,18,18,18,4,1,0,0,0,0,1,0,0,0,NA,0,NA,0,0,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165018
"5996",12,1,0,0,0,33,1,0,0,1,1,1,18,18,18,18,3,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,624849
"5997",12,1,0,0,0,34,1,0,0,1,1,1,18,18,18,18,1,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,661199
"5998",7,0,0,0,0,29,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,168335
"5999",12,1,0,0,46000,34,0,1,0,0,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,20,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,337554
"6000",12,1,0,0,11000,28,1,1,0,0,1,1,18,18,18,18,6,1,0,0,0,1,0,0,0,0,NA,0,NA,1,0,28,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171819
"6001",13,1,1,0,0,31,0,1,0,0,1,1,18,18,18,18,5,0,1,0,0,1,0,0,0,0,NA,0,NA,0,0,26,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73627
"6002",16,1,1,1,25000,33,1,0,0,1,1,1,18,18,18,18,2,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,596205
"6003",13,1,1,0,21000,33,1,0,0,1,1,1,18,18,18,18,3,0,0,1,0,0,0,1,0,0,NA,0,NA,0,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,492363
"6004",10,0,0,0,13200,28,0,0,0,1,1,1,18,18,18,18,6,0,1,0,0,0,1,0,0,0,NA,0,NA,0,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,529325
"6005",10,1,0,0,12000,34,1,0,0,1,1,1,18,18,18,18,7,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,620641
"6006",7,0,0,0,4500,29,0,0,0,1,1,1,18,18,18,18,3,NA,NA,NA,1,NA,NA,NA,1,0,NA,0,NA,0,0,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,512576
"6007",12,1,0,0,8000,29,1,1,0,0,1,1,18,18,18,18,5,1,0,0,0,1,0,0,0,0,NA,0,NA,0,0,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,109716
"6008",12,1,0,0,15200,35,0,0,0,1,1,1,18,18,18,18,7,1,0,0,0,NA,NA,NA,1,0,NA,0,NA,0,0,22,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,529476
"6009",12,1,0,0,12000,30,0,0,0,1,1,1,18,18,18,18,2,0,1,0,0,0,0,1,0,0,NA,0,NA,0,0,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,451695
